track_name,artist_name,popularity,danceability,energy,key,loudness,acousticness,liveness,duration_ms,streaming_count,duration_minutes
Fortnight (feat. Post Malone),Taylor Swift,84,-0.9839156367811708,-1.464960578541195,11,-1.1732109454275699,0.9875650050743148,-0.6408478819324843,228965,860000,3.8160833333333333
This World's A Giant,Zach Bryan,71,-1.543536815537135,-1.9727739665208441,1,-1.1980131645275367,2.4356401643655223,-0.5190526497171797,216160,790000,3.6026666666666665
I Can Do It With a Broken Heart,Taylor Swift,83,0.32852927053936387,0.6176448890157928,0,-0.48354924013172346,-0.5078586607877227,-0.22796970480009918,218005,830000,3.6334166666666667
Devil You Know,Tyler Braden,79,-0.8773211265419394,0.8972275408248134,1,0.6189494024409871,-0.9615757250026982,0.9440221523660408,192693,690000,3.21155
Who,Jimin,88,0.05538083805133428,0.6518794994413871,0,0.7557616432827386,-0.9817777544729187,0.10141362760607098,170888,840000,2.848133333333333
Who,Jimin,88,0.05538083805133428,0.6518794994413871,0,0.7557616432827386,-0.9817777544729187,0.10141362760607098,170888,850000,2.848133333333333
Si No Quieres No,Luis R Conriquez,85,0.8948126061852805,0.8173467831650932,4,0.05463224528475705,0.7626595988628738,-0.6515719904294294,147011,770000,2.4501833333333334
This World's A Giant,Zach Bryan,69,-1.543536815537135,-1.9727739665208441,1,-1.1980131645275367,2.4356401643655223,-0.5190526497171797,216160,770000,3.6026666666666665
360,Charli xcx,81,1.367825745371869,-0.12981077194301652,0,-0.4142097028629996,1.555747083924271,-0.6615300911765928,133805,860000,2.2300833333333334
Too Sweet,Hozier,77,0.5950155461374423,-0.12981077194301652,10,0.2858529330231557,-0.8767824411521039,-1.0721102450596327,251424,880000,4.1904
Embrace It,Ndotz,88,1.5343796676206678,0.012833438163626597,1,-0.17498829928590173,0.8810308652899479,-0.9403569120971647,104419,860000,1.7403166666666667
KEHLANI,Jordan Adetunji,84,-0.04455151529794512,-0.04993001428329638,10,0.7488276895558661,-0.3697588499561361,-0.6814462926709193,122361,840000,2.03935
we can't be friends (wait for your love),Ariana Grande,86,-0.04455151529794512,0.018539206567892322,5,-0.4686145705661519,-0.7505197569632248,-0.8101355946342602,228639,880000,3.81065
Beautiful Things,Benson Boone,86,-1.1971046572596336,-0.9799702641786089,10,0.23598180429526572,-0.39737881212245346,-0.3045704797782781,180304,880000,3.0050666666666666
WHATCHU KNO ABOUT ME (feat. Sexyy Red),GloRilla,77,1.20127182312307,0.23535840592998988,1,0.5029390227798529,-0.9754646202634748,0.3771764175275157,149461,820000,2.491016666666667
THE GREATEST,Billie Eilish,82,-1.6301448551065105,-2.5718796489687445,7,-1.1769446128189627,1.5202357039961487,0.2316349450689753,293840,810000,4.897333333333333
Close To You,Gracie Abrams,80,-0.4376187718051108,0.4407660684835554,6,-0.37527288578133133,-0.9000621235494285,-0.6684241609246289,225973,780000,3.7662166666666668
Home,Good Neighbours,81,-0.45094308558501467,0.1725949534830669,6,0.5688115831851406,-0.8763878702640137,-0.4501119522368185,157486,900000,2.6247666666666665
Whatever She Wants,Bryson Tiller,78,1.0080692733144638,-0.7460337596037142,9,-0.07844632816560171,-0.4881301163832103,-0.6661261376752835,161342,810000,2.689033333333333
Slim Pickins,Sabrina Carpenter,79,-0.21776759443669608,-0.5748607074757425,2,-0.5611561837671025,0.14318330456118533,-0.22030962730228126,152195,790000,2.536583333333333
Noid,"Tyler, The Creator",79,-1.810023091135213,0.7260544886968416,1,0.1557079553803199,0.8731394475281429,0.4844175024969663,287693,810000,4.794883333333333
The Emptiness Machine,Linkin Park,90,-1.2370775985993447,1.308042865931945,7,0.8621711639374342,-0.9316277945966484,-0.4501119522368185,190428,810000,3.1738
Who,Jimin,88,0.05538083805133428,0.6518794994413871,0,0.7557616432827386,-0.9817777544729187,0.10141362760607098,170888,880000,2.848133333333333
redrum,21 Savage,81,-0.1777946530969843,0.5149410577390098,2,-0.5814246638918066,-0.9695855140309301,1.4955477322089303,270698,790000,4.511633333333333
オトノケ - Otonoke,Creepy Nuts,85,-0.8973075972117952,1.1368698138039732,1,-0.0875138061161271,-0.7485469025227736,-0.16668908481755584,185627,790000,3.0937833333333336
