track_id,track_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,streaming_count
4JtKlgBLKHtRTqixKHrrw8,ÁNGEL,Grupo Frontera,77,0.826,0.596,11,-5.262,1,0.0357,0.292,0,0.166,0.869,127.922,184096,4,760000
2j8pCpVtMjKchtmuu64BnY,Holding On,Bailey Zimmerman,69,0.455,0.722,0,-5.962,1,0.0287,0.119,0,0.111,0.235,161.81,230913,4,680000
4xv5AneqR0bTokomIPfGyT,MAMI,Peso Pluma,76,0.801,0.748,6,-5.798,0,0.0445,0.579,0,0.0774,0.837,116.964,189252,3,740000
39uJGraTSq4lC6UGfCLGm2,Voy Enfierrado,Clave Especial,71,0.853,0.728,6,-5.133,0,0.0444,0.239,6.54E-06,0.0627,0.957,146.952,147501,3,670000
5ZxajZr7QfIl60L8BOGvu5,Bigger In Texas,Megan Thee Stallion,70,0.818,0.589,1,-5.101,1,0.067,0.0201,0,0.312,0.492,140.11,152571,4,710000
7gxQXemQ5MBeK9PUrKRtfV,Burning Down,Alex Warren,74,0.499,0.674,10,-3.866,0,0.0389,0.0745,0,0.0645,0.442,171.892,179437,4,840000
6YvCWIlMBJgQEm6i0POVbZ,3.5,ian,70,0.402,0.868,2,-4.071,1,0.162,0.0356,0,0.605,0.34,90.068,156444,5,790000
1Tt4m8l00BI85uOr5EqXUh,HOLLON,GloRilla,68,0.784,0.755,8,-3.352,1,0.0583,0.0869,1.25E-06,0.312,0.452,148.91,128859,4,830000
7vtdJnOxzDbRPtzge0KNqY,Cozy,Braxton Keith,67,0.686,0.72,5,-6.136,1,0.0352,0.602,1.13E-05,0.103,0.713,111.99,217124,4,710000
7aGK202gwOfeCJee5qYCGy,5 to 9,Hudson Westbrook,67,0.406,0.611,8,-6.568,1,0.0288,0.198,0,0.291,0.61,178.019,203829,4,690000
0rPossxqbJSclBUFxvznoZ,Charybdis,Jorge Rivera-Herrans,71,0.366,0.854,1,-5.798,1,0.395,0.154,0,0.958,0.165,87.632,133823,5,750000
7qXptgpZGo8AFPhJCBVLFE,LINDA,Tito Double P,79,0.911,0.761,6,-6.712,0,0.0507,0.135,3.48E-05,0.163,0.948,124.983,224210,4,750000
10QxsSJlNl8jrylYL5XGJO,You For A Reason,Warren Zeiders,69,0.496,0.445,0,-6.455,1,0.03,0.168,4.80E-06,0.0636,0.343,120.074,183133,3,670000
5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),LISA,83,0.734,0.787,5,-3.951,0,0.116,0.126,0,0.312,0.672,109.939,155757,4,700000
2BMlaVJaHDGd3ODSyrB2VK,Brillarosa,Fuerza Regida,75,0.771,0.782,1,-5.841,1,0.0341,0.305,1.25E-06,0.114,0.839,125.027,169588,3,730000
6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,75,0.695,0.592,5,-5.34,0,0.032,0.00449,0.000663,0.185,0.482,108.001,260371,4,750000
1t2MQpMDtJT5VL2tAPHrGN,Cowboys Cry Too (with Noah Kahan),Kelsea Ballerini,69,0.442,0.603,11,-5.719,1,0.0304,0.602,0,0.161,0.456,86.494,230600,4,720000
5JXhKG0ftxR1RxRwJOw1EF,Con Toda La Fe,LOS DOS DE TAMAULIPAS,72,0.608,0.875,9,-3.512,0,0.183,0.0788,0,0.0862,0.476,102.208,148950,3,690000
4U20gQcVcjzY12xhLsXwXy,GTA,Luis R Conriquez,76,0.723,0.755,9,-6.41,0,0.0461,0.199,0,0.466,0.804,137.926,153270,3,570000
6ye2zG3DhdwDf6VRVyj4jx,Hard Fought Hallelujah,Brandon Lake,67,0.505,0.509,9,-6.634,0,0.0331,0.225,1.44E-06,0.0998,0.303,143.694,316000,3,760000
38tXZcL1gZRfbqfOG0VMTH,How Sweet,NewJeans,78,0.803,0.895,1,-2.888,1,0.0623,0.0816,5.67E-06,0.154,0.757,124.994,219027,4,680000
3qeFjtPJ1lIRKDTB5DZWpt,did i tell u that i miss u,adore,75,0.575,0.748,9,-8.729,1,0.0357,0.165,0.79,0.343,0.236,111.776,115921,4,780000
4rJHH484bHZDts51o5i2CB,I'd Rather Pretend,Bryant Barnes,75,0.56,0.346,8,-9.798,1,0.0293,0.926,0.0256,0.116,0.271,129.901,184560,4,560000
59ixjAY05WENR6TitS0EKh,Twisting Fingers (with Moneybagg Yo),That Mexican OT,68,0.893,0.511,7,-7.026,1,0.322,0.124,0,0.109,0.936,152.091,126466,4,730000
3xVQWlZlCbqSRmr9Je2eGt,Space High,Lil Uzi Vert,69,0.803,0.623,1,-5.303,0,0.292,0.173,0,0.0717,0.333,131.056,131608,4,690000
6uSKzkdfwFEThnMrZbvoay,Lost The Love,BigXthaPlug,69,0.92,0.661,1,-6.003,1,0.17,0.0566,0,0.0946,0.57,117.984,135915,4,770000
3blAqiAP9f44Kt3R7pQabP,For Me,Loe Shimmy,69,0.728,0.401,1,-8.282,1,0.487,0.771,3.30E-06,0.0928,0.41,82.403,104886,4,690000
5Pvpk8WHAvmmxMr7SkcZsN,120,Lil Tecca,70,0.718,0.737,11,-5.988,0,0.111,0.00724,0,0.276,0.148,132.02,130979,4,750000
09vTIvb4qpqECgewqXPVSq,Donde Estás,Ivan Cornejo,71,0.471,0.235,8,-10.971,1,0.0372,0.755,0,0.102,0.0862,165.829,249040,3,690000
76Ku9OBFK1NjMylR8r4WLK,Gang Baby,NLE Choppa,69,0.92,0.699,11,-6.635,1,0.358,0.00768,0,0.0745,0.484,129.054,138180,4,560000
7K43BENx9D8k0RznDLBTie,Federal Nightmares,Rod Wave,67,0.588,0.762,3,-6.227,0,0.0366,0.0222,0,0.0797,0.737,82.525,188590,4,720000
22YmmVRHfFX49G6HY5NV3T,Burgundy,$uicideboy$,69,0.798,0.566,8,-7.102,1,0.0835,0.116,0.137,0.13,0.0561,117.978,268475,4,720000
2oh3rdSZ0fqQvqzid13VXr,DIOS POR DELANTE,Hermanos Espinoza,72,0.652,0.816,5,-7.157,0,0.0755,0.258,0.00125,0.0816,0.874,104.563,214473,4,800000
6PmqCt2fO80OojY5eGS2X3,Mr Pot Scraper,BossMan Dlow,68,0.782,0.491,1,-7.179,1,0.274,0.193,0,0.0805,0.304,159.945,145028,4,720000
0kdqcbwei4MDWFEX5f33yG,Bling-Bang-Bang-Born,Creepy Nuts,80,0.853,0.822,6,-6.836,0,0.246,0.0841,0.00985,0.166,0.746,157.013,168136,4,550000
2uvE4L5ZsYKpv8hbK4TIOt,MUTT,Leon Thomas,70,0.572,0.455,1,-8.078,1,0.134,0.216,3.88E-06,0.072,0.597,179.787,192934,4,690000
19fKJrO9XdOf6Xla2QHecO,Run Your Mouth,The Marías,71,0.781,0.649,7,-6.866,1,0.0363,0.249,0.0349,0.229,0.916,111.005,160000,4,830000
2cH8wHImerFokgmhjyhCTU,Huntin’ Wabbitz,J. Cole,70,0.807,0.49,1,-8.451,0,0.353,0.177,0,0.0937,0.431,113.982,162027,4,680000
3lCb7ZYE3Fvie4JOPqpXfY,FIELD TRIP,¥$,72,0.731,0.685,11,-4.707,0,0.12,0.054,0,0.0865,0.458,121.991,167229,4,700000
3rYBkxD37XFa1c9x8KIBks,Versace Shades,YoungBoy Never Broke Again,56,0.731,0.728,4,-6.522,0,0.132,0.00914,0,0.117,0.604,158.991,169114,4,550000
5PCGEfALcpGtURIuTqvX0R,PELIGROSA,FloyyMenor,81,0.776,0.442,6,-8.99,0,0.0575,0.319,1.31E-05,0.0723,0.838,100.021,136944,4,550000
0scd3nh27AYTNXo0KHRmsG,Move (feat. Camila Cabello & Malachiii),Adam Port,79,0.74,0.775,8,-7.626,0,0.0369,0.277,0.0073,0.0904,0.824,120.04,180237,4,710000
5Nt2FMqnKI2mlp7lztURNo,KEHLANI (REMIX) [feat. Kehlani],Jordan Adetunji,74,0.408,0.699,6,-3.607,1,0.0559,0.0759,0,0.298,0.219,159.687,179975,4,720000
068AyhyvE67qMRsMXLqAnd,Lady Killers II,G-Eazy,77,0.673,0.567,7,-10.334,0,0.0322,0.0344,0.00506,0.151,0.497,136.005,297794,4,770000
5sjnkOfTLCLNfkkchI2re2,UP - KARINA Solo,aespa,82,0.777,0.781,6,-4.479,0,0.043,0.0137,2.77E-06,0.0466,0.382,98.97,166640,4,710000
6ZrPndcXyJvwld48TEAVrh,Sneaking,YoungBoy Never Broke Again,55,0.71,0.639,10,-5.18,0,0.377,0.0215,0,0.205,0.321,160.054,156000,4,790000
51fL4ksSPPx2Yac945HluQ,Arriba la Compañía,LOS DOS DE TAMAULIPAS,70,0.558,0.769,9,-3.187,0,0.187,0.037,0,0.141,0.668,102.594,174935,3,790000
6BqobW3pEDxEvgznbam8kv,The Prodigal,Josiah Queen,69,0.654,0.639,11,-5.659,1,0.0489,0.218,8.96E-06,0.197,0.25,132.109,193049,4,670000
4boa7Bv0VijpxoP1SHjjUb,Wanna Be Loved,The Red Clay Strays,68,0.621,0.469,8,-6.015,1,0.0296,0.603,3.29E-05,0.128,0.363,73.16,217308,4,740000
4rKwvkw0x1K3I9dr5lwRhg,Four Leaf Clover,Gavin Adcock,67,0.506,0.366,5,-6.614,0,0.0286,0.553,0,0.367,0.379,181.726,191667,3,690000
0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),Myke Towers,83,0.744,0.709,6,-5.778,0,0.284,0.0501,0,0.0847,0.712,194.055,130880,4,690000
0MpQPb1hrwk4dPiyWEGmer,She Calls Me Back (with Kacey Musgraves),Noah Kahan,69,0.75,0.677,11,-6.376,1,0.0386,0.0633,0,0.297,0.626,127.933,243962,4,670000
0gZGUAO42F1HmzZWHNPGAu,Risk,Gracie Abrams,72,0.716,0.496,3,-5.989,0,0.0588,0.514,0,0.109,0.559,113.015,191587,4,700000
3dEPpPJ5Foe1g50GSKb84f,Killa Season,YoungBoy Never Broke Again,55,0.767,0.804,1,-5.295,1,0.356,0.0442,0,0.11,0.965,147.956,183605,4,820000
2gUEB9jSU0HZhLJIYffeQn,Angel With An Attitude,Rod Wave,68,0.604,0.573,11,-7.213,1,0.0567,0.238,1.52E-05,0.0947,0.323,156.983,195669,3,520000
71jWljGDgSEpsa1LA5LHSg,Baby Please,Ivan Cornejo,70,0.438,0.385,2,-9.505,1,0.0516,0.623,0,0.115,0.232,171.531,178320,4,540000
3dTcqX8YTH1Hpk2pGHbBbq,APEROL SPRITZ,The Kid LAROI,73,0.738,0.706,9,-4.965,0,0.131,0.573,0.00052,0.387,0.695,100.028,130266,4,680000
3BQeCOUf7M9B7NEpx9r4qj,Over The Moon,TOMORROW X TOGETHER,79,0.682,0.873,5,-3.672,0,0.123,0.0919,0,0.106,0.531,115.993,157149,4,700000
6fEGEvOAyszsJjQeLjK6PW,Tu Coquette,Clave Especial,72,0.783,0.716,1,-4.484,1,0.0397,0.121,1.26E-06,0.129,0.655,143.131,142469,3,710000
5KXhAlS0QrPSi3HENVbDcq,Never Stopping,YoungBoy Never Broke Again,54,0.596,0.865,10,-2.879,0,0.133,0.188,0,0.204,0.637,147.042,162482,4,700000
6jiSIF5SOpztZFYGeJvwZv,Therapy Session,BigXthaPlug,68,0.912,0.82,11,-4.954,1,0.278,0.199,0,0.0943,0.478,136.026,108734,5,720000
720XllkKq9Pmjk1KOS7Z0F,Missing Everything,YoungBoy Never Broke Again,54,0.744,0.551,0,-7.049,1,0.0737,0.0986,0,0.107,0.177,150.024,224000,4,730000
2yUzr8Sr6ldG8vmHhZwTnz,née-nah,21 Savage,73,0.681,0.758,1,-6.524,1,0.188,0.00465,0,0.555,0.331,165.409,220584,4,530000
4PdLaGZubp4lghChqp8erB,The Tortured Poets Department,Taylor Swift,72,0.604,0.428,0,-8.441,1,0.0255,0.0483,0,0.126,0.292,110.259,293048,4,690000
0RRq8jlIEWBByUbFSc61bN,Disease,Lady Gaga,51,0.554,0.932,11,-2.826,0,0.152,0.0467,0,0.492,0.423,101.028,229997,4,680000
0lJNSfWnwJMIh94Dv9jQUt,What Don't Belong To Me,Post Malone,71,0.478,0.906,10,-5.278,1,0.0819,0.0908,0,0.145,0.552,169.986,207176,4,530000
4eGwcJ946Oj7scyzdlaFCD,Use Me,Zach Top,67,0.418,0.368,7,-6.684,1,0.0293,0.56,3.15E-05,0.0915,0.14,87.026,236745,3,680000
1197AvSs0lMg5kNIGaeENm,Not An Option,Lil Uzi Vert,69,0.71,0.736,2,-3.932,1,0.147,0.0301,0,0.137,0.348,140.031,150896,4,440000
2pilqAMqJMjbIQSnQVNdMv,Eu Vou Sentar - Ao Vivo em São Paulo,NATTAN,74,0.74,0.799,9,-3.581,1,0.0643,0.328,0,0.916,0.604,148.019,154734,4,670000
2913xXOVAIDAqxzV2g4VcU,The Bolter,Taylor Swift,72,0.455,0.586,0,-7.978,1,0.0492,0.638,0,0.131,0.481,183.694,238242,4,730000
4S8PxReB1UiDR2F5x1lyIR,meet the grahams,Kendrick Lamar,72,0.479,0.802,5,-6.252,1,0.309,0.55,0.00045,0.11,0.602,74.98,392139,4,720000
0SdBkFh6u5IHIXqlBu0NyI,Yeah Glo!,GloRilla,69,0.894,0.66,11,-5.349,0,0.33,0.0243,0,0.139,0.181,148.072,142703,4,690000
4CdAc7V4hUe1cuJAjnPpSQ,Parking Lot,Mustard,71,0.706,0.603,0,-6.421,0,0.0672,0.121,1.76E-06,0.543,0.373,100.018,172794,4,720000
5VMivzA6e7YD4HrZZEpclj,F*cked A Fan,Veeze,67,0.853,0.646,11,-4.848,0,0.161,0.0436,0,0.146,0.238,141.009,117437,4,460000
3EJfFRgtbIYzBQdlc6PO9V,Vai Lá - Ao Vivo em Goiânia,Maiara & Maraisa,83,0.63,0.835,6,-4.079,0,0.129,0.237,0,0.291,0.895,175.918,140439,4,670000
4ENmnZWhNTEiJpT25y7F1h,LA PATRULLA,Peso Pluma,76,0.726,0.804,6,-6.736,0,0.0716,0.561,0.000173,0.187,0.832,132.742,130615,3,720000
6Sxj0dNAoW0X0uC8o5cGm3,Disease - The Antidote Live,Lady Gaga,50,0.45,0.362,9,-7.295,0,0.028,0.368,0,0.103,0.214,141.953,274042,4,710000
28xOPIPw0joNPwYd0asIT5,Fried (She a Vibe),Future,69,0.833,0.688,6,-4.581,0,0.197,0.00211,0,0.719,0.375,145.03,210173,4,720000
2vlkTkPqdATznKHu9gD2c1,Her,The American Dawn,72,0.66,0.603,3,-7.7,0,0.025,0.00566,0.0144,0.0751,0.527,102.99,214087,4,670000
7aXdPXB7Fxyr8K1OnO9zYy,Hope You Make It,YoungBoy Never Broke Again,53,0.495,0.641,8,-4.098,1,0.353,0.127,0,0.437,0.346,84.196,148571,4,820000
2aL4lMGhWdPpyPL6COPou7,Soft Spot,keshi,77,0.696,0.595,11,-7.649,1,0.0262,0.361,0.000243,0.0938,0.708,105.995,204223,4,390000
1nF1SpkNfgPPozcXh2hvGU,LET HER COOK,GloRilla,67,0.878,0.697,9,-3.361,1,0.297,0.0199,0,0.082,0.437,150.026,155200,4,690000
0Ta2fVj5VeLL49IZQ9JCO5,Meet The 6ixers,BigXthaPlug,68,0.898,0.58,9,-9.602,1,0.412,0.101,0,0.257,0.833,120.006,137896,4,700000
4uzKAj0mIyYmyhsRRyPXaQ,Carry You Home,Alex Warren,76,0.525,0.66,10,-7.094,1,0.111,0.468,3.30E-06,0.128,0.458,123.787,166881,4,380000
38BgRP0EX5p0sBj0fFhqN9,BURN,¥$,73,0.6,0.885,11,-6.21,0,0.393,0.0157,6.02E-06,0.856,0.736,105.003,111458,4,690000
6dIFA2aAAu0rupMQinNIST,Catch Me,YoungBoy Never Broke Again,52,0.572,0.877,1,-4.17,0,0.368,0.0438,0,0.644,0.679,159.192,144740,4,680000
21hsqOOUfdSjHi3SVz8oyv,No Ponga Excusas,Cris Mj,79,0.608,0.514,6,-7.857,0,0.188,0.385,0.287,0.122,0.6,99.698,164956,4,360000
13BDiikG6y5o5cQTK0HpW6,Soltera - W Sound 01,W Sound,82,0.734,0.578,1,-4.147,1,0.295,0.155,0.000242,0.113,0.88,199.997,142022,4,790000
2ObBVRY8a2lnAkNG62u9eC,Beautiful As You,Thomas Rhett,68,0.722,0.725,9,-4.41,1,0.037,0.153,0,0.393,0.468,128.007,163894,4,770000
63r1VG4M36QYLIxWuT7mLd,Take Care (ChopNotSlop Remix),BigXthaPlug,43,0.793,0.522,1,-10.798,1,0.296,0.372,3.69E-06,0.212,0.642,100.299,230126,4,350000
16yFuOEn0CrjQR7SZotv8B,STILL IN THE PAINT (with LAZER DIM 700 & Bktherula),Denzel Curry,69,0.783,0.722,11,-7.26,1,0.0462,0.328,0,0.129,0.775,139.963,233085,4,350000
0atjt58UiZ7rP6Jwc0rDbd,Get It,YoungBoy Never Broke Again,52,0.661,0.827,2,-5.087,0,0.393,0.192,0,0.288,0.556,166.16,173487,4,340000
0pQeWRfw06RBjjyqRqNAYT,Disease - The Antidote Live Instrumental,Lady Gaga,44,0.509,0.426,2,-11.172,1,0.04,0.0548,0.465,0.105,0.0796,142.045,274042,4,340000
0mpDXW1y4X7MlyPecWAlzJ,BOP (feat. GloRilla),Big Boogie,67,0.84,0.711,11,-3.477,1,0.376,0.0153,0,0.125,0.544,140.067,202286,4,340000
3t4IkHfT4eXZggkupi4SUe,Over Each Other,Linkin Park,80,0.55,0.789,10,-4.634,1,0.0382,0.00241,0,0.428,0.317,147.947,170445,4,330000
1gUUuh7FQ3mr7nEq0SRvGX,Conceited,Lil Uzi Vert,69,0.629,0.55,0,-6.772,1,0.0543,0.152,0,0.095,0.154,124.13,189487,4,690000
01mT79q8TxozkvsE9imE5i,Lost The Love (ChopNotSlop Remix),BigXthaPlug,38,0.883,0.543,1,-9.8,1,0.148,0.132,0.000107,0.149,0.657,100.312,162676,4,330000
2PHm2paO2tmsOHe5MmQNP6,Change Me (ChopNotSlop Remix),BigXthaPlug,37,0.786,0.437,1,-10.418,1,0.362,0.208,0,0.221,0.319,100.301,161571,4,820000
3zMDGj4D8ogaYgAIZPeU7S,Peter,Taylor Swift,72,0.342,0.376,0,-8.212,1,0.0372,0.805,0,0.0593,0.29,176.859,283958,3,330000
1rjvXhfeSpVVqERzW8qhRw,Lone Wolf Hysteria,$uicideboy$,68,0.752,0.763,1,-5.045,0,0.0998,0.0386,0.00874,0.298,0.396,81.5,107610,4,320000
2zq33OtAQSJHmYk4BhrUOt,Therapy Session (ChopNotSlop Remix),BigXthaPlug,34,0.857,0.525,7,-10.947,1,0.352,0.237,1.48E-05,0.536,0.37,105.438,148463,4,730000
02ROzU7SwdZZNIWwDMSUYD,2AM (ChopNotSlop Remix),BigXthaPlug,33,0.874,0.473,0,-10.235,1,0.321,0.0958,0,0.34,0.174,103.54,221409,4,310000
05qfCQnSsZntKLYeQfBRel,Law & Order (ChopNotSlop Remix),BigXthaPlug,33,0.837,0.571,1,-9.957,1,0.317,0.165,0,0.552,0.719,103.134,209204,4,670000
0kUpJVpVPowCDLYSswDqpB,Back On My BS (ChopNotSlop Remix),BigXthaPlug,33,0.819,0.591,7,-10.701,1,0.23,0.16,0.00174,0.167,0.641,103.287,114909,4,300000
4ioHTVrKUWX8gYz8Ys5j9z,Planting Seeds (ChopNotSlop Remix),BigXthaPlug,33,0.773,0.434,9,-12.152,1,0.397,0.282,0.000527,0.328,0.467,105.259,129222,4,760000
6gjzqwf6QPaGp0EEyNIGpD,The Largest (ChopNotSlop Remix),BigXthaPlug,32,0.845,0.626,2,-10.078,1,0.403,0.247,1.60E-06,0.109,0.729,106.17,199129,4,740000
6PVrPRkmjTDdqATrGfBhPw,Words from WALLO267 (ChopNotSlop Remix),BigXthaPlug,32,0.563,0.699,2,-12.171,1,0.629,0.719,0.0413,0.182,0.405,105.308,71306,4,680000
6FcDxtnGfsYHOcGkXN2OIG,Add Up My Love,Clairo,70,0.715,0.621,8,-6.761,1,0.027,0.17,0.0011,0.111,0.769,104.964,205264,4,700000
4fE0sk9u4vrTt7NB9SGmot,Mmhmm (ChopNotSlop Remix),BigXthaPlug,31,0.88,0.593,1,-9.707,1,0.429,0.0926,0,0.429,0.762,106.428,135321,4,740000
5la3vKtEmexbra1k0zaYwG,Story of X (ChopNotSlop Remix),BigXthaPlug,31,0.763,0.524,7,-10.056,1,0.386,0.116,0,0.358,0.395,103.788,174720,4,810000
3HPJQUSmZza4Ma5Z7TBvBt,Leave Me Alone (ChopNotSlop Remix),BigXthaPlug,35,0.78,0.576,1,-9.675,1,0.362,0.194,2.82E-05,0.455,0.713,103.599,186810,4,800000
1W1BXI7eYNAKEGoiaeaGsb,Rich Off Rap (ChopNotSlop Remix),BigXthaPlug,30,0.859,0.528,1,-9.606,1,0.267,0.0483,9.85E-06,0.235,0.393,106.38,198613,4,760000
1Rweq7vNjK4kZBbGrmxQsl,bye,Ariana Grande,74,0.606,0.645,2,-4.835,0,0.0333,0.204,0,0.14,0.453,110.016,164927,4,720000
4Bv26sBf4sulmeIOzTmjEO,They Don't Know (ChopNotSlop Remix),BigXthaPlug,29,0.844,0.711,6,-9.071,0,0.314,0.193,2.84E-06,0.606,0.489,106.624,111855,4,740000
60AVJqYgyAlCckC6Nh2tgO,X-SLIDE,2KE,80,0.531,0.991,1,1.047,1,0.102,0.118,0.926,0.156,0.961,145.054,79453,4,360000
22yRHdYBLZMi7xnvBioqkP,SLUT ME OUT 2,NLE Choppa,70,0.718,0.624,1,-6.666,1,0.235,0.0383,0,0.0547,0.456,127.929,135059,4,690000
1SBoKG4MjtH2vMUpftdQtc,Beautiful As You,Thomas Rhett,70,0.722,0.725,9,-4.41,1,0.037,0.153,0,0.393,0.468,128.007,163894,4,700000
6khKJVbTxzfhbGfHMtyOM8,S P E Y S I D E,Bon Iver,72,0.467,0.247,7,-14.161,1,0.0314,0.906,0.0157,0.157,0.258,140.232,209078,4,680000
3edfAO2gVxQfUIKWtArAe6,Thought of You,Sam Barber,68,0.589,0.602,7,-6.63,0,0.0357,0.197,3.73E-06,0.135,0.432,104.982,163243,4,700000
3MBJxg2sT7CAdqYcdU8C5K,I Like It (with Nate Smith),Alesso,76,0.658,0.817,11,-3.652,0,0.0373,0.000266,0.000101,0.259,0.629,129.075,152350,4,720000
3IM6Cc6bK88qFYXrF8wh8t,TASTE,Lil Tecca,70,0.577,0.677,11,-6.13,0,0.0599,0.0436,0,0.678,0.23,124.102,170447,4,700000
1CMQQtOD2tAwCp0vtuOxIX,Sip,Jessie Murph,67,0.538,0.746,7,-4.254,0,0.0611,0.0876,2.00E-05,0.116,0.391,136.284,172164,3,700000
1De425SCFJULIHbcmeebUw,LET THE WORLD BURN,Chris Grey,77,0.377,0.557,5,-6.934,0,0.0311,0.128,0,0.163,0.248,92.89,163291,4,750000
3YyTyWfSwAhesGCKpnuRKl,LA PEOPLE II,Peso Pluma,75,0.717,0.704,1,-5.04,1,0.0695,0.57,1.12E-06,0.0956,0.717,131.997,141064,3,680000
3QS9ZCtoSCJhmaJ7QNXSAS,act ii: date @ 8 (feat. Drake) - remix,4batz,71,0.55,0.545,0,-9.304,1,0.163,0.318,0,0.0608,0.412,102.469,231339,4,750000
0rNqDh9zWWJVTLS4VfceHP,Brickell,Feid,79,0.805,0.89,11,-1.502,0,0.0634,0.0704,0,0.121,0.489,93.037,180360,4,710000
7IWcDWOfiooH5hRs9XOVYz,Fresh Out The Slammer,Taylor Swift,71,0.33,0.483,9,-9.394,1,0.0399,0.624,0,0.111,0.34,87.115,210789,4,670000
5c9tBmJKbTdn1vhzXHeAwW,Sympathy is a knife,Charli xcx,72,0.718,0.706,7,-5.596,0,0.0587,0.0539,0,0.41,0.58,131.943,151125,4,700000
2ieCamPuL76ipKH1cLH7tH,Sin Tanto Royo,Luis R Conriquez,75,0.754,0.873,5,-5.366,0,0.0526,0.495,1.10E-05,0.27,0.824,134.01,148573,3,770000
1F5Qp0SJS0QUfqIoQggrLz,The Largest,BigXthaPlug,68,0.902,0.867,10,-3.108,0,0.225,0.0678,0,0.142,0.799,131.041,132338,4,720000
6hu1bJBNMeXIepHr1joKW4,Meteor Man,Lil Uzi Vert,68,0.555,0.74,8,-5.884,1,0.0453,0.0269,0,0.206,0.0384,134.906,227570,4,720000
5ExOm0dh4NyRyAdSAO9hyM,Florida!!! (feat. Florence + The Machine),Taylor Swift,72,0.533,0.573,0,-7.123,1,0.138,0.178,0,0.309,0.398,150.088,215463,4,680000
4IFd7EVCyJsUHesBMXI8ju,Parking Lot,Mustard,71,0.724,0.555,3,-7.2,1,0.0507,0.17,2.61E-05,0.322,0.408,100.047,175321,4,720000
0CySZwyRJ0vyUqtSjM9i2k,Club classics,Charli xcx,71,0.704,0.868,7,-6.022,1,0.191,0.125,4.40E-05,0.167,0.712,144.969,153527,4,740000
6NjWCIYu1W8xa3HIvcIhd4,Nasty,Tinashe,74,0.931,0.411,8,-8.433,1,0.0711,0.165,5.26E-06,0.134,0.515,100.002,176027,4,720000
7CwWhMGWICOl2ICwbk3QTE,Talk talk featuring troye sivan,Charli xcx,72,0.731,0.817,8,-5.595,1,0.0791,0.0196,6.13E-06,0.349,0.661,130.032,173077,4,770000
3HxEGE7XpzqTVHEui3IMyb,Restless Mind (feat. Avery Anna),Sam Barber,68,0.529,0.195,7,-8.316,1,0.0377,0.908,7.42E-05,0.111,0.26,153.683,220000,4,710000
06ONHS2cu9I7fvzTz3NQvq,Cholo 7,Fuerza Regida,74,0.691,0.856,6,-5.035,0,0.0536,0.2,5.09E-05,0.0876,0.713,136,157500,3,740000
7vjfnsnDXZGK4PSq54ISjc,1-800-hot-n-fun,LE SSERAFIM,76,0.752,0.892,2,-3.1,1,0.108,0.0786,0,0.158,0.88,135.953,173431,4,680000
4cfJwDxcinpg5gYUZ4qysj,Relapse,Warren Zeiders,68,0.566,0.752,1,-4.102,1,0.0335,0.000212,0,0.0753,0.395,140.953,158634,4,730000
7sVbKoBdhXtYCEOO6qC1SN,We Still Don't Trust You,Future,74,0.717,0.586,0,-6.15,0,0.0273,0.0314,0.26,0.426,0.429,109.993,252920,4,700000
6dwBglhRdkwcb2CL9dHdJs,Pega Cabuloso - Ao Vivo em São Paulo,NATTAN,74,0.66,0.864,2,-3.206,1,0.0499,0.272,0,0.042,0.963,144.124,137067,4,720000
6f1DJYPjsyIwMD4g1h3fIK,Lyft Em Up,Lil Uzi Vert,68,0.784,0.663,2,-7.165,1,0.259,0.0378,0,0.22,0.0789,140.092,164595,4,760000
3zFLlF1SvWCt9oZUVPZehW,Kalashnikov,Clave Especial,73,0.773,0.836,7,-5.665,0,0.0373,0.213,0.00024,0.105,0.881,145.079,129501,3,710000
1cZHUhGz7xJ8c4szDipipd,Mejores Jordans,Victor Mendivil,83,0.669,0.583,1,-8.949,1,0.269,0.603,2.54E-06,0.1,0.271,115.221,234716,4,710000
2nTbWfwXlp9gK5u205Pcm1,God Games,Jorge Rivera-Herrans,70,0.467,0.608,11,-6.464,0,0.246,0.36,0,0.206,0.0979,111.423,319636,4,750000
1tuNqJOtRQVHvONR8Lg3MZ,The Alchemy,Taylor Swift,72,0.64,0.421,0,-8.802,1,0.0273,0.422,0,0.103,0.353,100.056,196900,4,830000
2LUD3874dlzeRa34Hi7ohW,Talk talk featuring troye sivan,Charli xcx,73,0.731,0.817,8,-5.595,1,0.0791,0.0196,6.13E-06,0.349,0.661,130.032,173077,4,680000
1wFFFzJ5EsKbBWZriAcubN,Family Matters,Drake,71,0.527,0.492,1,-9.774,1,0.279,0.0047,0,0.306,0.234,164.005,456934,4,680000
00n83h3zn2IrySO4Q4aTrG,Down With Me,Lil Tecca,70,0.712,0.588,9,-5.332,0,0.0543,0.112,0,0.21,0.471,114.929,120035,4,750000
